Date,MSFT,AAPL,NVDA,AMZN,GOOGL,META,GOOG,CVX,TSLA,LLY,UNH,AVGO,JPM,V,XOM,JNJ,HD,MA,PG,COST,MRK,ABBV,ADBE,CRM,AM
02/05/2021,81.55875460921976,61.61006146858747,57.20500042032712,65.3174926539186,78.33224331204289,65.00647405928459,77.94313506692048,35.45498017107822,50.89648039664619,64.48112241225618,30.350154182438075,59.178981409599785,44.50712132926479,58.30153472099635,42.75254533314424,52.51309020717862,59.8311378440435,58.73558383422796,33.543653658397076,43.22783369345768,24.416602683202726,43.14161934522984,64.18560046477711,82.26641364420537,43.4672599684516
02/08/2021,82.29497518036783,63.96474326106714,62.38781926768501,68.71506989821802,80.03025319416798,62.80600163467012,79.74677160517987,42.61863024398692,54.980703652033284,61.54977273862442,26.909026292798217,60.13064987879512,48.643076655307944,58.02771256587311,58.00935253040692,57.21232847570631,53.547466456600496,59.93326790190064,37.510018913469345,42.737149848214,15.607855025868304,45.873693954038,68.99978435331714,88.86205282957677,47.04526377633068
02/09/2021,80.81920116829441,63.40310994985089,69.44563548451299,64.97629577519552,77.33341673443005,54.79522144198458,77.03778978841164,42.01368127460989,53.70712705252545,58.30110057811319,25.693708242420698,57.23835099174352,54.05721601412121,55.62002309685913,61.59317141474347,53.99854983684119,57.623682387821226,57.2003832926646,39.23080000858782,57.53666000866225,14.840271319534736,37.819279293669794,70.78313458099954,87.51268338299954,49.39345910146236
02/10/2021,77.2662288746593,56.67463492857341,62.934228314535815,53.78142173471821,71.12023719758383,51.83665851233876,70.83041126265462,38.130985186337355,49.81146917362343,50.49791115917504,32.679920251943116,56.92253160653824,57.40667580314253,50.599309096649414,57.00928234722213,57.01911792270929,52.6271299768126,48.97389389831908,42.1314006158258,48.47244372048862,15.837854641363535,34.24952984850549,66.72171723654154,76.41434132160603,64.01695376676832
02/11/2021,74.82608826404686,47.64413575309738,62.92620450056433,48.05665908081834,71.55151957237305,49.01302869590152,71.2879249832279,51.51692506765605,43.34383623364073,52.18044322719291,32.248429120056215,51.760611767837204,60.360342717606905,51.556502831416324,64.84908536382073,59.202891167674544,49.5926653004632,49.84015837851065,41.286621659163465,41.61970884658457,17.677179299053435,34.264485445854575,62.94023693488533,80.50316276111879,68.36540914925236
02/12/2021,75.30012465548685,42.57683448705994,70.2388603277765,47.18598983508692,71.17447556674102,45.931514000261004,70.72060552205897,50.851413895842356,44.30183224741129,46.91268771027556,36.5226578731045,56.80270593239221,62.09184392941848,60.3816544847422,61.901826492010684,54.730447599641856,41.50765735293878,59.2360780010395,44.473789450488496,37.97009011541904,17.76849971481613,34.41469787693214,64.51032661008524,81.22730739235362,69.7498305135254
02/16/2021,73.03328767238409,32.96677551667712,66.22630462803212,48.51539506861629,71.45544708170851,42.02928030057654,71.47020819710275,54.93129441213845,38.33501750214649,45.06237964786062,33.213201510353386,60.15857259620367,69.87386559249356,60.85923874685754,66.17546733447384,51.218507664047706,40.591582326459594,57.68783066644572,32.98952657706759,39.24834886986784,18.52586074244182,36.9057575310343,65.02248028575497,78.34443670896286,69.9151907744498
02/17/2021,67.73789514749922,29.22134646375875,72.65936903394753,44.556964672908926,71.5769553168334,41.31931124973197,71.46722185730214,64.88444212593903,35.26878034421469,43.010165855544415,33.84017097011527,61.70966925431599,75.30014192938496,57.07906669448005,74.56457065646364,37.49427395246787,40.95815236409292,58.94350045623813,30.161000592466124,36.24502377730462,18.814766750592895,39.39110662754515,65.00593196925124,83.45818832458349,70.57740109339115
02/18/2021,68.22605309380008,27.74229596913679,74.31662693346331,58.06747528944432,88.54503783294945,51.93085544750289,87.50502515752547,74.19478103427932,38.121272071020044,49.68384120894882,43.78668114779262,69.81332633740577,88.20939395834647,67.27299730901973,78.63827975227524,44.342467682143884,59.321703984780854,66.24999595771814,50.45147700858794,53.589702170227916,40.10338474136754,59.85359351441121,69.85884596710243,84.85679429743541,79.92988840233656
02/19/2021,60.06834638300741,32.830621278695034,72.04863330254716,59.32298015336975,84.38833570412523,56.44263825167546,83.83985973115138,69.40466290500311,40.75570069292527,40.28675055547968,39.3481534470473,67.69197368528853,87.21171553125916,65.98756975335716,73.12679146435377,40.716617350581245,57.14691267074285,61.907932573361045,44.78009846939147,50.84849235305805,32.09697708514403,55.58237116363893,64.96965750025454,82.29918842504853,51.66486365287082
02/22/2021,70.99431857262734,44.05941558757903,73.80319588837997,54.10050879801337,86.46954179343307,54.58417538896248,86.44401765580724,87.68608267821692,47.27092501923438,42.24720462176594,39.99548732951053,70.86953592609515,94.4013307147679,66.62507874776637,80.21725407351391,49.50506508508776,64.15274133625235,64.84869504425399,43.36176225252381,54.934905744513586,30.9915934229615,57.96099110829134,63.01651432593664,83.58924094625922,53.908176908929626
02/23/2021,39.334698821267665,27.478017629933447,62.73692839191824,32.57834008601637,74.62495209624946,47.43742639426143,74.42424596013856,88.69576704882373,24.38364506909508,47.713426424545474,43.32208471936701,55.23395960799178,94.51214321557013,65.13708857447295,82.57252363587514,50.57117681831871,58.4502658608213,66.16998192822376,35.043781575725276,50.570009718135864,33.99191722159995,63.400890675008476,48.30432165307466,68.38385308441333,55.637095267097706
02/24/2021,37.42097499540338,23.61235056744792,56.82787566456739,29.01490043361781,72.95669451940243,48.16486092200854,72.78362086359968,89.07978467303599,11.73053345490959,59.09558458607498,39.71409851349988,47.11204510136691,93.72453534407794,64.66468202087097,82.63044126048085,50.64302612091169,43.95878319903029,64.32780724654543,42.74282353294898,32.51912554907145,28.66560051286875,58.0552241975789,36.67339665089905,52.14669361141869,59.20244536535313
02/25/2021,30.670696779687518,24.388602570937692,60.489554968098425,31.317782892030323,56.52514950879959,46.59488466652271,56.3919632122592,90.09445875859214,27.67583681803444,62.69351867046402,43.91078441203375,59.394111768042634,94.06638814868168,73.24878707709448,82.50698989773944,59.566389087434914,34.55847127573368,74.17321080769723,42.61158061472242,31.58160171521837,30.76906051533018,55.330869044819586,46.218593517364944,57.483435624482595,63.5616352493737
02/26/2021,25.058186241018717,3.1797725425387995,46.85643348207211,22.24855833493639,42.57213398193056,36.535844567913784,43.85818895043991,85.82762974784765,22.715881926851623,55.22714604084921,49.45662570903718,43.38342863008944,83.10299516119854,56.46082259373648,76.50777521288916,55.98819541712264,24.408218694696785,59.0275624728715,37.41003486228295,24.447060814773423,38.071202668166165,46.27327778536619,31.13136470531748,42.15553413728194,66.47563449969742
03/01/2021,33.5673640074541,4.783805106215539,51.027824324602946,24.48621722513448,35.08911505092726,38.39165410875322,36.24954100734724,76.683930939366,21.671518536775608,56.60181418434116,59.64961320317465,51.75646615812708,69.74659294903005,55.159592203364575,67.13208445807207,35.087610283420375,29.103873636705544,60.101682454169136,25.326801995134375,23.24552146780246,29.296774610828095,46.96503023204782,29.158651801321,30.581096414621896,60.77348807806506
03/02/2021,42.34404873531169,30.612257695300855,44.354579565704185,33.383469343034704,47.22596956901212,48.35986663613509,47.823429502026094,76.53865518034348,28.90562219708322,52.82020014656035,62.2127905258937,56.86737283972477,71.19487773701061,62.396337983238816,66.95084636330462,36.582498525676364,32.02495702618299,65.76091027042563,30.634935238054226,16.012419913570383,31.424517638940273,55.20216397493809,35.954008502820386,31.7647092492183,63.40207239546604
03/03/2021,36.365084487222994,28.469713860561953,42.27575822401793,31.39640524215737,47.93284492578479,40.31508650143226,48.51443128956555,78.71922484068187,27.46474033693309,56.3181260762371,56.78319533621137,52.26085197468529,71.39928193049126,61.651008240610636,68.1575466152421,30.58569376026273,33.27920882965499,68.69908707448901,30.904739431015514,14.914113920544679,35.648652525826364,58.620616408135604,33.02996241908713,30.798484362706645,60.9819272149515
03/04/2021,31.442403089578363,25.964623609379416,32.65311316852788,27.89033456803672,37.72846773590083,35.06893865531002,38.37717723736141,78.34030651778377,28.358534089103387,46.96131081833919,49.24146649810366,47.55435615222416,74.36567111785108,60.41519594070338,68.07229916834012,23.863596512130826,28.7929224174255,66.20206488251026,30.203466436625916,14.55293895490253,39.974777990886835,59.50002279231756,28.229623377251713,27.391816222558248,59.078607542953435
03/05/2021,27.82356918157234,24.489757661126887,24.26281155211649,27.76040645554906,41.59512647034053,38.58958196321941,42.62478701000273,80.96533421921914,24.652187523866047,46.05262032190134,51.041059616877256,38.704212370399176,69.36536626144317,51.03143898176353,77.98108715885502,21.089643082209577,26.284194587740174,54.02063369542703,27.412315758223343,14.251675660811884,35.57788275343195,56.43633372071758,23.102820221905475,21.98470454516236,60.263172162434884
03/08/2021,35.13564334804677,27.093640765017028,26.84444419259927,28.576522139808077,50.26632566993785,45.01602417540176,50.60108113032155,83.85494350172189,22.330992825676248,49.32753057840234,71.43192853191805,38.150097468852,67.55087244371097,56.20308980237407,79.93100769239861,29.63809081104675,29.040679040406573,60.80899147992928,45.11903177312517,12.74431772082555,40.270655368394586,57.47348163577962,22.778046371803924,28.434078787831695,55.68181143141281
03/09/2021,32.906397923347114,24.752506838419947,18.314314489802996,26.922654808353258,38.70599504109266,36.259200780962416,38.7689849523199,83.13395567894906,21.509880396466272,52.433907906841675,79.40170314341991,31.011513550140265,65.81166978279465,63.235627871955934,77.71499547988957,35.548987512776705,36.506123660246246,64.73576022568447,48.28944990169566,9.214291604186457,49.59598534020441,56.173232147824606,17.40152404848385,17.80367576632959,51.53202240319375
03/10/2021,39.8638141585465,36.34839447347596,31.406883522866693,33.78757629594918,41.878704291634136,44.976249309800636,41.73137554153044,80.12417380096193,37.97471061764481,49.33479376416042,79.1958260457996,40.00205750926049,62.57942208584008,63.83805993863581,72.04233489670176,34.73654725560105,36.922228149018494,68.93053108293529,43.81106510531622,14.643292773970941,41.89821857577643,51.77810068901133,30.125992520570563,22.773158871764522,47.314565977099285
03/11/2021,39.14039688507272,36.36872774473285,31.529873870435452,31.806640941598232,42.6433982762507,46.99019910685245,43.06803832410799,84.84458407745741,38.36356475713925,60.00931526930338,74.16205525280367,38.56362984803252,66.13668933853259,64.5780824514046,78.55886234976919,38.45050655912496,37.7570610926621,70.10040171074861,44.08426257147501,22.169812332669736,46.44026080199213,56.44947647281439,30.285580544087466,23.499167261589704,72.80703158281645
03/12/2021,46.46019229439023,39.45614580037336,35.83434845965159,40.550710018963734,51.126740662917605,58.13309275991119,51.384860577534305,83.64669361415991,42.40932274257093,59.8984645810153,82.76671508599608,41.325852469844804,61.27421245469123,73.40477345238743,76.01861583766538,43.37230190207578,42.543277637145295,74.39730605070736,49.36480582101763,28.976136840154865,51.960713543075144,60.127481046111804,39.612020307101076,28.032140933719205,69.85911296169414
03/15/2021,51.26119416748976,42.81170189212892,38.26987767950976,43.25283892181897,49.60300170414341,55.044385741624154,49.70905704125754,81.88860981896794,47.823898289997516,65.2263588418621,83.20089220496484,43.638575868811884,61.87459751216456,68.24381521388216,74.10433369864329,44.771894860147455,49.15618684737001,71.20946352856728,54.52958669857771,34.12148619166173,51.99288528272065,54.66991819562366,41.14434753302242,28.80530358032634,62.46852961825335
03/16/2021,51.575958734625814,47.49937095010201,42.716443942997685,41.58385728055569,49.46926426430711,54.94299892857716,49.56928329184933,75.62738038372503,50.9563218496971,33.920838529219026,78.52409406035608,49.73488941247956,58.51218316122191,63.52397343253114,65.9497852245431,49.95255279961855,61.16802504119249,67.34935953290089,53.11371270222683,38.9394907044411,62.52546775266855,64.5940307226814,42.3936771503071,31.895995363337477,58.510632555734006
03/17/2021,53.12992389333175,50.285995004270745,40.35690471754543,44.758086821425415,50.00740567497577,58.93304672040784,49.739691298791605,61.017774172136576,42.975456043342504,33.438732445748386,77.53518773831686,49.36187767726703,50.46011014295124,57.44983885554604,57.360994557174514,46.934575980517685,71.8269669064636,60.170108031388466,53.77803423996705,37.64463645017207,64.61095334542574,59.08707848786346,39.73066748636526,28.31634530163568,44.936734728035425
03/18/2021,58.828616357592686,55.399619949578586,50.37624057073229,56.692839287422586,56.980638723774014,68.580480514397,56.685475961011235,64.884673536571,52.2843346791843,30.836515487348507,79.21630960085075,56.83830622873603,57.330407174648975,64.77527020127067,61.50414396598391,45.105746410767495,75.4943430433042,68.54892834231141,55.61656513924653,45.24900993569808,66.11997512507074,42.96246666557122,46.29511915566246,32.6974714191423,48.03623267034602
03/19/2021,48.28937397544153,49.06100815885151,40.69861448086783,45.07239899685765,49.94619273632194,62.90559736174635,49.93547315329395,59.98064564892634,47.62703812638972,27.374797034271353,82.02023019574102,48.569850343205395,70.77722226171389,62.77417032805274,57.236045961881935,56.15435259250908,75.52239887466109,58.65695148006587,68.99333723957551,42.41673841790332,81.53421550291196,38.412130390216035,41.554683736322644,41.430647482389574,45.82129842490616
03/22/2021,42.56712080952272,38.13870112357004,40.65436308360052,44.54725549814449,45.62014789253297,64.72649218103237,45.820704514946875,53.44022961030989,42.60069469239238,25.410207428549796,82.42272241650038,47.063315972029564,59.50822872949451,38.38624753293977,50.29703742468101,52.26420458951308,76.72725802272585,45.87152908707269,63.736979008546705,47.53624032327885,84.37836614854095,35.15759231469718,37.65936334090388,43.73827140348091,43.88059586411091
03/23/2021,52.26015667237528,47.426365469314,47.9323784428438,51.28257704492984,46.52373510021936,70.78718629780626,45.926909208126396,50.252771217266925,48.00794474708845,29.35467688595719,82.88180276036134,49.59287766823552,51.70941408829377,40.7785431773725,49.48051994984078,54.60776425934911,78.39961851955348,47.20958746674067,70.49601013163618,54.99919113783117,83.45849050264992,44.79444037972137,44.17228513648629,52.046218671058924,44.680817655031944
03/24/2021,61.877689282894956,50.764327242216886,52.86307325279183,61.53980682645744,53.372548412563276,71.3713457168941,53.106432586339146,45.78127414258845,51.15690429541814,29.34144211647927,86.32066883848562,51.286116892829796,43.53691825733909,41.9003539341138,45.84400714838815,65.3990997087293,83.27582909043267,46.87811745510184,77.7645485693836,63.32361084592884,70.72389792112341,44.98652041821385,55.278052402172946,63.142538826622676,39.77272230920173
03/25/2021,60.041471154316376,49.937343678374724,52.937070860138064,59.169334592676186,49.83715690690771,63.81682300637611,49.50616457540924,50.47572002842154,51.13973557312226,28.044830718968228,86.62768722669031,55.15746592569719,50.1176300570509,45.49751273319278,41.866862153716916,87.39433505141736,95.37664326529944,56.915042345367844,82.4704934452958,66.09085749249479,80.84778783847574,43.314339701943304,55.62788801004728,55.379099582063546,36.904771928154744
03/26/2021,50.886902382096935,48.66684620256637,50.824627953536464,53.72347287941821,41.19250651262125,58.46404755907818,40.81254008223522,38.365896621863676,55.67379758080447,22.245579033748896,82.26409339571828,54.591373529309585,53.028180798953514,39.1481607861871,31.015207407965093,83.16392681341135,95.54945179476078,48.009488969832745,78.58239000410443,72.11230623389585,76.16958980431014,42.633248473652195,54.64520948600939,42.94430132290173,41.690153630643735
03/29/2021,60.912433073540726,59.08576656983744,64.99339943737056,58.74397279076985,53.02335220223117,67.16212481992076,52.078735460781445,43.881474155766625,57.72183861282872,25.888077500610876,83.26235683812536,70.58615701924211,53.9464242141589,40.36591221905506,38.698160636763205,85.82319385985082,95.65055769241881,45.71995612889743,79.57857517134173,81.03986567784133,77.13670481865063,49.68522937703231,72.20623341705874,51.78804006242133,49.19354718717333
03/30/2021,52.000029123726975,50.677477035271025,56.39476039906194,51.32761123088953,50.993959043949154,66.05632889233443,50.61183804202629,43.16016713343729,37.90813872851272,28.106285684308048,83.57036046258237,61.363663599440265,51.46802568106014,41.84550084003799,40.524364938397824,86.8375728285052,91.79003155388051,38.401265280918054,88.61031267087031,80.0547930592723,80.02273645422383,49.85521687500702,66.72956733375253,48.94970290047911,50.274739849527506
03/31/2021,49.26030287354577,49.82238090248291,55.984896206772845,49.76512963465626,51.90610459342604,64.42306116654885,50.096701836582575,34.8721014748714,44.1312724302257,27.994660491117727,77.80117413982225,57.16265366223955,48.816072102406316,34.2023487683592,29.21439516499133,76.88083661108564,91.7349637825009,29.811065119057645,75.81162315210732,70.40314784195738,66.33149824378536,46.908553758505725,65.5006795531809,47.316527762283606,37.8980569859897
04/01/2021,48.19821629688786,50.41686876008197,55.33896456612112,47.98093716148144,41.41216953975447,63.300250060638035,39.369682345157415,33.104564205163015,44.28648302598825,30.187440244703254,73.33796818055413,54.656236330066754,46.38275891590501,28.058332146755973,28.28841853598705,72.5541099663107,91.32583633773667,25.43785276519459,77.84319583540645,69.39616021425566,67.81223420610232,50.83854934372685,63.87079900705703,44.069761097781836,43.61369475057807
04/05/2021,57.685139981513196,54.33729100213698,63.09874063585463,56.797919115658964,66.7548773297101,69.83480200004321,66.2522491763649,35.125454286729465,44.23700307727639,24.689662606295187,62.51415474030315,59.14371154116722,45.725313336268606,39.64092128953653,33.06209104279833,62.807417788351856,90.96689437527218,34.656092966365634,70.17103767755198,69.3812534662144,65.35149273459177,50.72045942388104,71.9720601708006,58.677679898952725,51.736099247647616
04/06/2021,64.6346464221885,54.21632284610361,61.41163788381397,62.421013019458634,75.4817000310073,71.6555599789332,75.12631673840805,35.25183102244188,47.11331871138914,41.95855269888021,68.06289012987232,57.230375554383,48.52101323620394,44.328209263477376,34.840216990178874,62.146954123108806,91.41550543083022,40.017865015374745,73.24711225099318,72.73829718225369,55.86010301524536,40.264641654528,73.46261739236489,59.72978973074118,50.85323658980751
04/07/2021,60.790988358178765,51.49675488292454,58.11222616783729,61.44253303046149,70.68333569966344,67.22859747511144,72.69729036286512,38.58269113393247,52.812332198967795,34.94420693067974,59.7291201804266,53.24148744299079,49.87120927149945,41.65517193903939,38.172493892983006,58.79814129321887,87.22388521685033,40.573982639620155,72.71648404204328,75.64369803751447,42.91671306629741,37.207147279478455,72.378205999463,58.78755716974426,52.4647602911557
04/08/2021,63.285153349424526,57.052992995687795,60.70596770350155,62.209339420388034,73.67517004138494,68.08455640794686,75.19216459963776,39.33337722042226,44.01815357339207,40.499725481631785,63.71791897653482,50.92921809181941,51.314385522158865,44.67174933763065,38.11964836252061,62.79264362641138,88.76661273659383,44.22138095420192,75.42806373429669,73.33761399394176,41.61929497051236,50.541052703232374,72.85465048758651,60.49247267925525,50.18452303145174
04/09/2021,74.79636022286823,73.98718234790259,74.14817224441693,77.10441303263525,90.66352415548172,72.90887858539654,91.57352718964246,46.395779378213504,56.902146082248606,46.811570101670924,53.5553382460797,59.99200532978014,46.92188641932849,50.05831580672479,45.83760657813516,60.92665080240953,88.44343160399114,59.142667098940436,75.7833157763623,82.0482618601119,38.350687394198786,57.599490991368576,84.71837812629352,70.46759396024123,58.36910720865584
04/12/2021,76.7519711253668,78.7959070488569,73.82911748436634,78.23219364465783,91.12418996691893,67.42009895964404,91.96578833073242,48.426814818961255,54.8782196753936,50.45005671013022,61.20866022192851,54.77839322884143,54.13523965373872,84.99122350981338,46.75049955552688,54.752459393216235,88.11016772907183,72.64393730549908,74.88117008985218,80.77886600533763,42.700729540064266,62.54561535827358,85.04031332810564,73.45132511004293,42.6160023312957
04/13/2021,73.66915123470548,68.73509113719753,77.11646538936222,76.97606912654888,83.57031892008902,64.6009050311414,84.25006780449287,47.45309490493279,56.75082774737528,41.38824315803435,60.115996184300286,53.751224428286186,63.993972990301025,80.24272194827454,47.802792020831184,54.50240351528719,88.90786751132606,71.29828753965823,72.2004382549092,79.30034274812265,42.23830993064666,58.02044707595742,83.37895261572496,66.89037114917657,39.453119463334254
04/14/2021,74.27440350732648,75.52600635127177,81.93285928527503,76.69417517307642,83.52740535028035,65.80730606135187,84.15518029629479,50.91151162248552,67.3071656886033,47.373254204300935,56.42396738816844,60.25514386809062,62.91624527825574,78.51153148484049,52.76837070980061,47.03477055512538,87.76061935542394,73.321385085605,58.61381535105462,76.86321617323227,51.098778097941306,62.408281685717355,83.59140977177086,69.63047668718794,52.10725053282419
04/15/2021,72.95321319494926,75.68841506713972,82.44239262550285,74.19376919543544,82.56096496057174,67.53730068602414,82.95733712797514,48.47622534537321,67.72847272234074,57.50664716496527,55.49969531830054,59.74506229956382,53.19465188161933,79.65897995940257,55.24631009248488,42.65682513569715,85.98562305683534,70.87997927801237,60.11992599728509,77.29745268152459,51.098778097941306,66.03276417219283,88.43951648107429,72.1119347342997,50.39369754633937
04/16/2021,80.42113350742531,77.58824866105161,87.4272835479767,82.40604443831685,84.64871589158946,74.00926210549125,85.1021109164146,44.3454848542747,67.33084775064756,57.50657597131701,65.86716465608052,59.05583453730747,51.162151031424465,83.11047108487826,54.201634759757226,44.34098796165346,85.32328730808662,77.13788443256257,61.944206934410815,75.8994921812382,54.00260861030601,66.50642063163846,90.59551110428366,82.27165067889085,46.610157786892216
04/19/2021,79.06080153883953,75.97267677722226,82.46794715459629,82.89177833393913,85.87996745898754,69.99309244895605,87.28070936658236,32.12022990087182,72.99001494238186,59.869734722745214,63.15405495849674,48.01613979787881,47.86810588102945,78.98305869933252,43.682340783510085,39.53305700542421,84.78059024781132,72.65744301016208,56.53118377594072,73.61113683117217,50.58293240982239,63.52334879223447,88.49169001396007,78.42550946242241,37.12870081362795
04/20/2021,77.64710555906423,76.44506959019986,73.32109197270069,77.8541901928921,85.30578969357006,60.56232281344309,86.68395248700946,35.21807601174193,68.38528373966693,58.540341069304965,60.01478488289911,44.052375388905645,52.281118499651,75.80063455733321,44.37648563584429,36.25917190245586,85.71428571428571,71.41773431663086,46.09749462436738,68.28609916043607,44.78828378715963,63.3965726860288,78.77407929993652,74.74290267482256,44.505508987458725
04/21/2021,83.35458355165957,75.73040068316686,71.74056137293746,75.4592202210397,82.69870164200066,64.18198995903612,84.5789858820577,32.732731387377015,65.96697866323602,63.13626506914205,70.87789545751609,50.709126102180875,39.51310018392992,76.14899709359634,41.91684108433246,54.91634824202106,77.51584966293379,70.15718990149861,60.15928500409978,83.89882515386294,64.0982435575743,64.48217933593196,80.65654838463288,71.56581049126044,45.251389162317864
04/22/2021,82.6534895147079,73.83448498452239,70.11749479348006,74.935756741282,81.72200722324799,57.49460504443176,83.88331479221897,42.415286502651924,65.0045291357572,61.18030875190314,73.96045082828743,47.3343318111308,47.95860174596158,80.5125013319902,50.99880173974109,57.77781329412329,78.48109220311474,76.88504731432339,55.81982878060088,83.7129879070286,67.14739426646443,65.49547967692152,75.86403168671282,72.05570521038904,45.25142678287305
04/23/2021,71.28103134393011,68.23003411737555,60.28627291597642,64.14427895221473,70.54158092661068,47.72918625828029,72.61704974047254,33.33327413301129,60.645259394088015,54.353030533191564,77.76502740401142,33.96431900149935,37.20600791741054,75.80731114259629,36.1979375696767,58.22247479511685,67.88404104744697,73.22668038842698,54.8811191220452,75.16972113904693,55.79210977064582,60.92077903483645,67.4690127439292,67.39191095018847,45.55552670367149
04/26/2021,68.82803869388864,67.54169802636835,62.083343092037445,61.6615131749188,65.75353771414362,40.621990454798606,68.1423315517521,39.24422746900771,57.5925523804621,58.66121122046923,78.03814276602624,32.39325742473616,42.63007737732634,76.09533110775267,43.441481672907926,57.44841897071109,62.82087283124796,72.40455390866528,42.43999497686576,71.81375586241235,55.86666573705457,77.25505712096096,67.59665007312334,67.91328374984182,49.41178768861992
04/27/2021,71.89016809037473,67.66295880624102,65.04001483843291,66.69370094077073,69.56353877859661,46.04811048046808,69.76625346071562,41.99068368889851,58.93090292734937,60.2694543992344,80.06474799675306,40.69370837805795,45.61173539476167,77.89978582005166,45.3124629446415,52.37161876359224,58.773599602513606,71.85304633539614,33.79921868804246,62.87561639550966,63.10239599944874,82.44943094374047,67.73442606488227,68.88306074040204,55.74713273386036
